5,-2000,1348,7040
11,-1978,1356,7090
18,-2066,1434,7024
25,-1980,1386,7104
32,-2036,1386,7022
39,-1960,1360,7040
46,-1912,1554,6760
52,-2018,1428,6934
59,-1998,1356,7106
66,-2052,1386,7000
73,-2018,1392,7090
80,-1976,1370,7092
87,-1990,1340,7068
94,-2002,1416,7072
101,-1980,1364,7070
108,-1988,1344,7082
115,-1970,1386,7014
121,-1964,1378,7042
128,-1974,1360,7038
135,-1988,1390,7020
142,-1978,1366,7030
149,-2020,1394,7108
156,-2016,1406,7012
163,-2012,1380,7008
169,-2000,1432,7028
176,-1944,1370,7082
183,-1968,1388,7060
191,-2020,1380,7060
197,-1942,1356,7132
204,-2004,1406,7048
211,-1988,1408,7096
218,-1968,1338,7074
225,-2156,1292,7006
234,-1868,1426,6998
241,-2014,1392,7106
246,-1998,1372,6966
253,-2020,1334,7104
259,-1992,1422,7072
266,-1940,1408,7026
273,-2012,1352,7032
280,-2016,1358,7104
288,-2010,1380,7000
294,-1974,1370,6986
301,-1940,1398,7042
308,-2000,1382,7060
315,-2020,1350,7026
322,-2088,1386,7010
329,-2042,1376,7080
336,-1984,1476,7062
342,-2060,1368,7060
349,-2060,1332,7124
356,-2032,1454,7080
363,-2000,1418,6938
370,-1984,1430,6944
377,-2016,1450,7002
384,-2028,1450,6950
391,-1968,1424,6988
398,-1978,1376,6958
405,-2002,1398,7056
412,-1996,1406,6924
419,-1954,1358,7012
426,-1884,1344,6980
432,-1930,1372,7030
439,-1970,1426,6936
446,-1986,1350,7022
453,-1900,1300,7004
461,-1938,1374,7052
467,-1964,1392,7076
476,-2022,1392,7078
481,-1978,1430,6974
488,-1936,1464,6966
495,-1940,1446,6946
502,-1920,1376,6932
509,-1968,1326,7078
516,-1956,1332,7002
523,-1998,1320,7094
530,-2062,1338,7152
537,-1976,1350,7034
544,-1978,1392,7026
551,-2044,1362,7094
557,-2094,1302,7080
564,-2002,1266,7120
571,-1978,1332,7044
578,-1938,1332,7082
585,-1974,1342,7094
592,-1876,1328,6968
599,-1956,1296,7006
606,-2016,1372,6958
613,-1760,1308,7532
620,-2038,1314,7076
627,-1968,1362,7060
634,-1940,1256,7158
